dataset/consonants/34/045_01.Jpg,ksha
dataset/vowels/6/023_01.Jpg,oo
dataset/consonants/35/007_04.Jpg,tra
dataset/vowels/3/008_06.Jpg,i
dataset/vowels/7/010_06.Jpg,ae
dataset/consonants/35/002_01.Jpg,tra
dataset/consonants/9/015_05.Jpg,jha
dataset/consonants/6/018_09.Jpg,cha
dataset/numerals/8/018_09.Jpg,8
dataset/consonants/2/011_04.Jpg,kha
dataset/numerals/2/043_02.Jpg,2
dataset/consonants/33/001_08.Jpg,ha
dataset/numerals/7/008_04.Jpg,7
dataset/vowels/8/010_02.Jpg,ai
dataset/vowels/11/013_08.Jpg,an
dataset/vowels/8/005_05.Jpg,ai
dataset/consonants/30/041_02.Jpg,motosaw
dataset/vowels/12/010_05.Jpg,ah
dataset/numerals/2/016_09.Jpg,2
dataset/numerals/8/006_08.Jpg,8
dataset/vowels/6/014_03.Jpg,oo
dataset/vowels/7/012_10.Jpg,ae
dataset/consonants/36/011_06.Jpg,gya
dataset/consonants/7/015_05.Jpg,chha
dataset/numerals/6/030_02.Jpg,6
dataset/vowels/8/001_10.Jpg,ai
dataset/consonants/26/016_03.Jpg,ya
dataset/consonants/31/037_02.Jpg,petchiryosaw
dataset/consonants/2/042_01.Jpg,kha
dataset/vowels/4/019_10.Jpg,ee
dataset/consonants/1/038_01.Jpg,ka
dataset/consonants/6/011_08.Jpg,cha
dataset/consonants/29/007_03.Jpg,va
dataset/numerals/9/001_22.Jpg,9
dataset/numerals/4/012_04.Jpg,4
dataset/consonants/10/047_06.Jpg,yna
dataset/numerals/4/016_06.Jpg,4
dataset/vowels/12/013_05.Jpg,ah
dataset/vowels/11/001_11.Jpg,an
dataset/numerals/0/005_05.Jpg,0
dataset/consonants/14/013_02.Jpg,dha
dataset/numerals/2/020_08.Jpg,2
dataset/vowels/8/006_02.Jpg,ai
dataset/consonants/24/023_02.Jpg,dha
dataset/consonants/14/029_01.Jpg,dha
dataset/vowels/7/018_05.Jpg,ae
dataset/consonants/27/020_06.Jpg,ra
dataset/consonants/2/017_07.Jpg,kha
dataset/consonants/27/017_10.Jpg,ra
dataset/consonants/25/004_10.Jpg,ma
dataset/numerals/8/014_08.Jpg,8
dataset/consonants/10/008_02.Jpg,yna
dataset/consonants/9/004_10.Jpg,jha
dataset/vowels/2/004_02.Jpg,aa
dataset/consonants/21/001_10.Jpg,pa
dataset/vowels/11/007_02.Jpg,an
dataset/vowels/3/004_04.Jpg,i
dataset/consonants/17/018_10.Jpg,thaa
dataset/consonants/2/015_06.Jpg,kha
dataset/numerals/8/041_02.Jpg,8
dataset/consonants/27/014_02.Jpg,ra
dataset/consonants/27/011_05.Jpg,ra
dataset/consonants/28/023_01.Jpg,la
dataset/consonants/21/016_01.Jpg,pa
dataset/consonants/9/012_03.Jpg,jha
dataset/consonants/5/015_10.Jpg,kna
dataset/consonants/6/002_12.Jpg,cha
dataset/numerals/1/027_03.Jpg,1
dataset/vowels/11/001_12.Jpg,an
dataset/consonants/14/040_02.Jpg,dha
dataset/consonants/6/015_02.Jpg,cha
dataset/consonants/10/007_05.Jpg,yna
dataset/vowels/8/012_10.Jpg,ai
dataset/numerals/8/021_10.Jpg,8
dataset/consonants/12/011_07.Jpg,tha
dataset/vowels/12/038_02.Jpg,ah
dataset/consonants/23/019_03.Jpg,ba
dataset/consonants/22/001_03.Jpg,pha
dataset/consonants/30/015_07.Jpg,motosaw
dataset/consonants/5/012_04.Jpg,kna
dataset/consonants/7/012_02.Jpg,chha
dataset/numerals/4/020_01.Jpg,4
dataset/consonants/32/043_02.Jpg,patalosaw
dataset/consonants/35/035_02.Jpg,tra
dataset/vowels/9/015_05.Jpg,o
dataset/consonants/28/007_05.Jpg,la
