dataset/vowels/8/041_01.Jpg,ऐ
dataset/consonants/8/028_02.Jpg,ज
dataset/vowels/5/008_09.Jpg,उ
dataset/consonants/27/013_08.Jpg,र
dataset/numerals/7/012_07.Jpg,७
dataset/consonants/24/018_01.Jpg,भ
dataset/consonants/24/041_01.Jpg,भ
dataset/consonants/36/040_01.Jpg,ज्ञ
dataset/numerals/7/004_03.Jpg,७
dataset/consonants/10/004_08.Jpg,ञ
dataset/numerals/4/007_07.Jpg,४
dataset/consonants/28/008_01.Jpg,ल
dataset/numerals/4/001_16.Jpg,४
dataset/vowels/3/004_12.Jpg,इ
dataset/consonants/7/019_02.Jpg,छ
dataset/consonants/30/007_01.Jpg,श
dataset/consonants/21/033_01.Jpg,प
dataset/numerals/7/007_09.Jpg,७
dataset/consonants/36/001_13.Jpg,ज्ञ
dataset/consonants/32/018_07.Jpg,स
dataset/consonants/17/015_04.Jpg,थ
dataset/vowels/7/001_09.Jpg,ए
dataset/numerals/6/005_02.Jpg,६
dataset/numerals/4/045_02.Jpg,४
dataset/consonants/25/024_02.Jpg,म
dataset/vowels/5/019_09.Jpg,उ
dataset/consonants/26/018_03.Jpg,य
dataset/numerals/4/036_02.Jpg,४
dataset/consonants/18/010_01.Jpg,द
dataset/consonants/19/008_03.Jpg,ध
dataset/consonants/11/004_06.Jpg,ट
dataset/consonants/28/014_07.Jpg,ल
dataset/numerals/6/021_01.Jpg,६
dataset/consonants/32/013_08.Jpg,स
dataset/vowels/5/004_11.Jpg,उ
dataset/numerals/4/010_03.Jpg,४
dataset/consonants/36/013_03.Jpg,ज्ञ
dataset/consonants/34/014_09.Jpg,क्ष
dataset/consonants/31/015_06.Jpg,ष
dataset/consonants/18/012_03.Jpg,द
dataset/vowels/3/020_01.Jpg,इ
dataset/numerals/5/005_05.Jpg,५
dataset/vowels/2/020_06.Jpg,आ
dataset/consonants/23/001_06.Jpg,ब
dataset/consonants/19/010_02.Jpg,ध
dataset/numerals/1/021_06.Jpg,१
dataset/numerals/4/004_03.Jpg,४
dataset/numerals/2/004_10.Jpg,२
dataset/consonants/18/034_02.Jpg,द
dataset/vowels/7/030_02.Jpg,ए
dataset/consonants/7/020_04.Jpg,छ
dataset/consonants/16/001_11.Jpg,त
dataset/consonants/8/004_05.Jpg,ज
dataset/numerals/8/001_12.Jpg,८
dataset/numerals/5/012_08.Jpg,५
dataset/consonants/33/017_08.Jpg,ह
dataset/consonants/13/022_01.Jpg,ड
dataset/consonants/4/042_01.Jpg,घ
dataset/vowels/5/001_25.Jpg,उ
dataset/vowels/2/018_01.Jpg,आ
dataset/consonants/18/001_13.Jpg,द
dataset/vowels/8/015_09.Jpg,ऐ
dataset/vowels/10/004_04.Jpg,औ
dataset/consonants/22/001_14.Jpg,फ
dataset/vowels/3/010_10.Jpg,इ
dataset/consonants/11/023_01.Jpg,ट
dataset/consonants/17/005_03.Jpg,थ
dataset/numerals/0/012_06.Jpg,०
dataset/consonants/15/015_07.Jpg,ण
dataset/consonants/5/005_03.Jpg,ङ
dataset/vowels/2/010_01.Jpg,आ
dataset/consonants/26/006_03.Jpg,य
dataset/consonants/17/038_02.Jpg,थ
dataset/numerals/0/005_06.Jpg,०
dataset/consonants/35/001_06.Jpg,त्र
dataset/consonants/16/013_04.Jpg,त
dataset/consonants/13/018_04.Jpg,ड
dataset/numerals/1/042_02.Jpg,१
dataset/vowels/11/020_01.Jpg,अं
dataset/consonants/10/034_01.Jpg,ञ
dataset/numerals/5/017_04.Jpg,५
dataset/consonants/16/002_01.Jpg,त
dataset/vowels/7/008_06.Jpg,ए
dataset/numerals/2/036_02.Jpg,२
dataset/consonants/36/008_05.Jpg,ज्ञ
dataset/consonants/30/047_05.Jpg,श
dataset/numerals/1/042_01.Jpg,१
dataset/consonants/35/023_02.Jpg,त्र
dataset/numerals/1/011_05.Jpg,१
dataset/consonants/20/006_04.Jpg,न
dataset/vowels/5/044_01.Jpg,उ
dataset/numerals/8/005_13.Jpg,८
dataset/consonants/20/022_01.Jpg,न
dataset/consonants/33/001_10.Jpg,ह
dataset/consonants/8/013_08.Jpg,ज
dataset/consonants/5/017_10.Jpg,ङ
dataset/vowels/4/017_08.Jpg,ई
dataset/numerals/2/015_04.Jpg,२
dataset/consonants/12/002_07.Jpg,ठ
dataset/consonants/18/019_05.Jpg,द
dataset/consonants/18/004_07.Jpg,द
dataset/consonants/14/010_05.Jpg,ढ
dataset/consonants/19/017_10.Jpg,ध
dataset/numerals/1/012_02.Jpg,१
dataset/numerals/0/001_24.Jpg,०
dataset/numerals/7/001_10.Jpg,७
dataset/consonants/29/035_02.Jpg,व
dataset/consonants/4/011_10.Jpg,घ
dataset/vowels/4/027_02.Jpg,ई
dataset/vowels/3/020_02.Jpg,इ
dataset/consonants/24/019_03.Jpg,भ
dataset/numerals/0/005_10.Jpg,०
dataset/numerals/8/025_01.Jpg,८
dataset/consonants/10/010_08.Jpg,ञ
dataset/consonants/12/015_04.Jpg,ठ
dataset/vowels/9/008_08.Jpg,ओ
dataset/consonants/30/002_04.Jpg,श
dataset/numerals/9/002_14.Jpg,९
dataset/consonants/29/008_05.Jpg,व
dataset/consonants/9/017_01.Jpg,झ
dataset/numerals/1/006_06.Jpg,१
dataset/vowels/1/023_01.Jpg,अ
dataset/numerals/2/012_12.Jpg,२
dataset/consonants/30/014_10.Jpg,श
dataset/numerals/7/012_10.Jpg,७
dataset/numerals/7/011_04.Jpg,७
dataset/numerals/5/010_07.Jpg,५
dataset/vowels/3/020_04.Jpg,इ
dataset/numerals/4/001_01.Jpg,४
dataset/consonants/8/020_06.Jpg,ज
dataset/consonants/19/020_08.Jpg,ध
dataset/consonants/4/018_02.Jpg,घ
dataset/vowels/3/001_13.Jpg,इ
dataset/vowels/9/045_02.Jpg,ओ
dataset/consonants/29/047_06.Jpg,व
dataset/vowels/12/006_02.Jpg,अः
dataset/numerals/4/025_01.Jpg,४
dataset/numerals/2/018_08.Jpg,२
dataset/consonants/32/011_02.Jpg,स
dataset/consonants/32/020_01.Jpg,स
dataset/consonants/27/012_03.Jpg,र
dataset/consonants/29/020_02.Jpg,व
dataset/numerals/9/034_02.Jpg,९
dataset/numerals/2/018_04.Jpg,२
dataset/consonants/31/010_01.Jpg,ष
dataset/consonants/23/001_12.Jpg,ब
dataset/consonants/36/001_10.Jpg,ज्ञ
dataset/consonants/23/011_02.Jpg,ब
dataset/consonants/36/001_05.Jpg,ज्ञ
dataset/consonants/35/045_01.Jpg,त्र
dataset/consonants/33/012_02.Jpg,ह
dataset/vowels/4/004_03.Jpg,ई
dataset/consonants/11/042_01.Jpg,ट
dataset/consonants/25/017_03.Jpg,म
dataset/consonants/13/008_04.Jpg,ड
dataset/vowels/3/015_01.Jpg,इ
dataset/consonants/27/010_07.Jpg,र
dataset/numerals/6/041_01.Jpg,६
dataset/numerals/6/006_06.Jpg,६
dataset/consonants/26/014_08.Jpg,य
dataset/consonants/28/019_03.Jpg,ल
dataset/vowels/5/011_02.Jpg,उ
dataset/vowels/2/006_06.Jpg,आ
dataset/consonants/3/014_02.Jpg,ग
dataset/numerals/9/002_12.Jpg,९
dataset/consonants/12/019_01.Jpg,ठ
dataset/numerals/7/037_02.Jpg,७
dataset/consonants/10/001_09.Jpg,ञ
dataset/consonants/11/029_01.Jpg,ट
dataset/consonants/4/023_01.Jpg,घ
dataset/vowels/8/012_11.Jpg,ऐ
dataset/numerals/5/021_03.Jpg,५
dataset/numerals/6/011_01.Jpg,६
dataset/numerals/0/010_08.Jpg,०
dataset/consonants/27/018_08.Jpg,र
dataset/vowels/2/019_06.Jpg,आ
dataset/consonants/17/047_02.Jpg,थ
dataset/consonants/13/018_10.Jpg,ड
dataset/numerals/8/008_08.Jpg,८
dataset/consonants/1/041_01.Jpg,क
dataset/consonants/33/029_01.Jpg,ह
dataset/numerals/8/015_01.Jpg,८
dataset/consonants/1/002_06.Jpg,क
dataset/consonants/4/035_02.Jpg,घ
dataset/vowels/4/012_08.Jpg,ई
dataset/numerals/3/014_06.Jpg,३
dataset/vowels/6/008_07.Jpg,ऊ
dataset/consonants/32/047_04.Jpg,स
dataset/vowels/8/007_02.Jpg,ऐ
dataset/vowels/2/029_01.Jpg,आ
dataset/consonants/22/029_01.Jpg,फ
dataset/vowels/1/017_03.Jpg,अ
dataset/numerals/8/013_10.Jpg,८
dataset/consonants/15/006_05.Jpg,ण
dataset/consonants/8/035_02.Jpg,ज
dataset/vowels/11/018_04.Jpg,अं
dataset/vowels/7/007_10.Jpg,ए
dataset/consonants/11/014_10.Jpg,ट
dataset/consonants/27/029_01.Jpg,र
dataset/numerals/6/027_02.Jpg,६
dataset/numerals/5/025_03.Jpg,५
dataset/numerals/3/011_03.Jpg,३
dataset/consonants/17/005_01.Jpg,थ
dataset/consonants/3/002_12.Jpg,ग
dataset/numerals/7/016_07.Jpg,७
dataset/numerals/4/017_08.Jpg,४
dataset/consonants/36/008_03.Jpg,ज्ञ
dataset/consonants/36/033_01.Jpg,ज्ञ
dataset/vowels/5/001_09.Jpg,उ
dataset/consonants/4/020_01.Jpg,घ
dataset/consonants/26/013_08.Jpg,य
dataset/vowels/12/004_09.Jpg,अः
dataset/consonants/20/001_11.Jpg,न
dataset/consonants/33/020_09.Jpg,ह
dataset/numerals/7/019_04.Jpg,७
dataset/consonants/11/047_01.Jpg,ट
dataset/consonants/28/012_06.Jpg,ल
dataset/vowels/11/015_04.Jpg,अं
